warenId,ware,ware_quelle,kurzbeschreibung,literatur
7446,Pfeffer (spanisch),spän. pfeffer,,
7448,Kupfer (in Platten),"kupfer in platten, kupfer an ainer platten",,
7449,Kupferplättel,kupfer blättl,,
7450,Porzellan (indianisch),indian. barcelon,Chinesisches Porzellan.,"Wilhelm Thomas Rayals philosophische und politische Geschichte der Besitzungen und Handlung der Europ&auml;er in beyden Indien, Bd. 3 (Kempten 1785) 174; Johann Karl Gottfried Jacobssons technologisches W&ouml;rterbuch, oder,  Alphabetische Erkl&auml;rung aller n&uuml;tzlichen mechanischen K&uuml;nste,  Manufakturen, Fabriken und Handwerker, wie auch aller dabey vorkommenden  Arbeiten, Instrumente, Werkzeuge und Kunstw&ouml;rter, nach ihrer  Beschaffenheit und wahrem Gebrauche, hg. von Otto Ludwig  Hartwig, fortgesetzt von Gottfried Erich Rosenthal, Teil 6 (Berlin-Stettin 1793) 153."
7451,Berggrün (ungarisch),unger. perggrien,"Schiefergrün: Farbe zum Lackieren von Porzellan, Glas, Email.",
7452,Valamea,valamea,,
7453,Schauspiel,schauspill,"Evtl. handelt es sich hier um einen ""Schauspieler"".",
7455,Kuhhäutel,kueheitl,,
7457,"Zeug (gläsern, mit Silber)",glöserne zeug mit silber gezihrt,,
7459,Hornware (an Knöpfen),horn waar an knöpfen,,
7460,"Krämerei (Blechware, Kardätschen, Sanduhren)","cramerej an cärtätschen, sanduhrn und blechwaar",,
7461,Meselanzeug,masselän zeug,,
7462,Knöpfe (schwarz),schwarze knöpf,,
7463,Pittlingleder,"pükhling leeder, bikhling leeder",,
7464,"Erdengeschirr (blau, weiß)",blau und weiss erdengschier,,
7465,Muskat (französisch) [Wein],französischer muscat,Wein,
7466,Rafenbäume,rafenpaumb,,
7468,"Kräuter, Kümmerling",kreuter und kimerling,,
7469,Futterhandschuhe,fueder handtschuech,Innenhandschuhe z. B. für Lederhandschuhe,
7470,Ganzseidenzeug,ganz seuden zeug,,
7471,"Eisen, Zinn",zihn unnd eisen,,
7472,Docken (gemacht),gemachte tockhen,,
7473,Kumet,kumet,"Lesung unsicher: rumet, rumez, kumez [?]",
7490,"Hardes, Mobilien",mobilien und hartes,,
7491,Kipfen,kipfen,,
7492,Schreinerländel,schr: ländl,,
7493,Perückenhaar (gemein),gmain paruquen har,,
7494,"Nachtzeug (gebraucht, lackiert)",gebrauchten lagirten nachtzeug,,
7495,Häute (gearbeitet),gearb: heit,,
7496,Schnecken (halb ausgeronnen),halb außgerochnen schneckhen,,
7497,"Flinten, Karabiner",flinten und carbiner,,
7498,Reiterdegen,reidter degen,,
7499,Trommeln,drumbln,,
7500,Feldservice und Tafelservice,veldt und taffl servis,,
7501,Sägen (gefasst),gefasste sagen,,
7502,Handtücherzeug,handdttiecherzeug,,
7503,Bügel,pögl,,
7504,Tischlerarbeit (schlecht),schlechte dischler arbeith,,
7505,Fässelsalz,väsl salz,,
7509,"Äschen, Forellen",asch und forellen fisch,,
7510,Quittenbaum,kutten paumb,,
7511,"Drogerie, Farbspäne",farb spänn unnd dragerey,,
7512,Weinflaschen (gläsern),glöserne wein flaschen,,
7513,Tischel (Marmor),märblstaines tischl,,
7514,Harras (ausgemacht),ausgem. harras,,
7515,Eisengeschmeide (gemein),gem. eisen gsch.,,
7516,"Tuch (gemein, schmal)",gmain schmalle tuech,,
7517,"Schaffelle, Sterblingfelle",schaff et sterbling fehl,,
7518,Zeug (ausländisch),außländer zeug,,
7519,Fliegen (spanisch),spanisch fliegen,,
7520,Wein (Speise-),speiß wein,,
7521,Spanblätter,span blätter,,
7522,Meisterwurzen,maister wurzn,,
7523,"Baumwollstrümpfe, Messer",paumwohlen strimpf: unnd mässer,,
7524,Häupelkraut,heibl kraud,,
7525,Tafelglas (gemein),gemaine tafl gläser,,
7527,"Äpfel, Früchte",äpfl und andere fricht,,
7528,Maibuschen,may puschen,,
7529,"Bilderware, Holzware",bilder und holz wahr,,
7530,"Bilder, Paternosterware",bilder und paternosterware,,
7531,Galanterie (mit Gold),galatrie mit gold,,
7532,"Musselin, Schnupftabak",muselin und schnupftowakh,,
7533,"Trüb, Tuch",tuech und trieb,,
7534,"Hanfkerne, Schnecken",schneckhen und hanff kern,,
7535,"Brunellen, Limonen, Zitronensaft","lemoni, prunellen unnd citroni safft",,
9006,Palatindel,ballatinel,,
7537,Kleiderkasten (ord.),ord. kleyder kasten,,
7538,Eiderdaunen,"eyderthonn, ederdonnen",,
7540,"Bücher, Spalier (alt)",alten spaliern und biecher,,
7541,Viktualien (jüdisch),jüdisch victualien,,
7543,"Seife, Unschlitt",saiffen und inschlicht,,
7544,"Fläschel, Gläser (geschnitten)","geschnidtne glässer, und fläschl",,
7545,"Leinwand (blau), Leinwand (weiß)",weiss: und blaue leinwath,,
7547,"Bauwein, Bergrechtwein, Zehentwein",pau: perckhrecht: unnd zechent wein,,
7549,"Leinwand (weiß), Schmiere, Wäsche","weiß leinwath, wäsch und schmier",,
7550,"Ländel (schlecht), Staffel (schlecht)",schlechte ländl unnd stäffl,,
7551,Plankenländel,planckhen ländl,,
7552,Schnecken (halb verdorben),halb verdorbne schneckhen,,
7553,"Gut (beschlagen), Seide, Seidenware",beschl: guett: seuden: und seuden wahr,,
7554,"Schreibtafel, Spritzen",sprizen und schreib daffl,,
7555,"Strümpfe, Wollware",strimpf und wohlen wahr,,
7556,"Gut (beschlagen: an Feingold), Gut (beschlagen: an Silber)",beschl: guett an fein gold unnd silber,,
7557,"Bücher, Studentengut",biecher unnd studenten guett,,
7558,Schiffel (klein),klaine schiffl,,
7559,"Äpfel, Kastanien, Wein, Zirbelnüsse","kästen, öpfl, zirbesnisl, und wein",,
7560,Schusternadeln,schuester nadln,,
7561,"Bleiweiß, Gummi, Mennige, Süßholz, Weinstein","gumi, bleyweiß, menig, weinstain und siess holz",,
7562,Carmesin,carmoissin,Roter Farbstoff aus Cochenille.,"Johann Heinrich Gottlob von Justi, Schauplatz der Künste und Handwerke (...) verfertiget oder gebilliget von denen Herren der Academie der Wissenschaften zu Paris, Bd. 3 (Berlin/Stettin/Leipzig 1764) 308."
7563,Gumpwerk (aus Metall),mettales gumperwerckh,"Pumpe, Pumpwerk","Deutsches Wörterbuch von Jacob und Wilhelm Grimm. Lfg. 7 (1933), Bd. IV,I,VI (1935), Sp. 1099, Z. 51."
7564,Teppichnahtleinwand,tepich nadt leinwath,,
7565,Haar (ungeputzt),ungebuzten haar,,
7566,Schriftsachen (ksl.),kay. schrüfftsachen,,
7567,Schreibtaferl (mit Gold garniert),schreib tafferl mit gold garniert,,
7568,"Käse, Schinken (geselcht)",kääß und geselchte schunkhen,,
7578,Silberbrokat,"silber brocat, silber procat",,
7570,"Glätte, Nägel",nögl und glett,,
7571,"Arbes, Rüben","arbeiß, und riebl",,
7572,Rohrstecken,rehr steckhen,,
7573,Juchtenpappleder,juchten papleder,,
7574,"Früchte, Kandiertes, Käse (Parmesan,) Öl, Viktualien","fricht, öhl conditi, parmasan unnd andere victualien",,
7577,Pontons (hölzern),holzerne pontons,Schwimmplattform,https://de.wikipedia.org/wiki/Ponton
7579,"Gallus, Schwämme","schwammn, gallus",,
7580,"Farbe (gemein, grün)",grine gmaine farb,,
7581,Strumpfware,strimpff wahr,,
7582,Absatzleder,absaz leder,,
7583,Storchenfedern,storckhenfödern,,
7584,Seidengold,seuden gold,,
7585,Sachen (welsch),welsche sachen,,
7586,Diploma,diploma,,
7587,"Bein (geraspelt), Drogen",droghes und geraspelts bayn,,
7588,"Erde (gemein), Samen, Wurzen","wurzen, samen, und gmaine erden",,
7589,"Socken, Trüb, Zwirn","zwiermb, sokhen und trieb",,
7590,Bortenmuster,bortten muster,,
7591,"Reisebagage, Studentengut","studenten guett, unnd raiß pagage",,
7592,Teppichgarn,depich gahrn,,
7593,Haiden (ungeputzt),ungebuzten haiden,,
7594,Degengehänge,degen geheng,,
7595,Deckhäutel (roh),rauche däckhheitl,,
7598,Kufensalz,kueffen salz,,
7599,"Hardes, Studentengut",hardes und studenten guett,,
7600,Halbleinenzeug,halb leinen zeug,,
7601,Holzschnitz,hilzerne schniezer,,
7602,Spitze (zurückgehend),zurukhgehente spiez,,
7604,Hohlgold,holl golt,,
7605,Plettmühle (eisern),eiserne blettmihlen,,
7606,"Butter, Fastenspeise, Käse",fasten speiß butter und käß,,
7607,"Feigen, Gewandbesen",feigen und gewanndtpösen,,
7608,Corduanhäute,corduanheith,,
7609,"Carobe, Rosinen",rosin und carobe,,
7610,Ölperdeti,ölperdeti,,
7611,Angelica,angelica,Engelwurz: Arzneipflanze.,"Kr&uuml;nitz, &quot;Angelica&quot;."
7612,"Gewehr, Harrasware (seiden)",seuden harraswahr und gwöhr,,
7613,"Harrasware, Messing",mössing und harraswahr,,
7614,"Barchentware, Seidenware",seuden und barchet wahr,,
7615,Dachstuhlbauholz (zusammengerichtet),zusamen gerichtes tachstuell pauholz,,
7616,Stangen (für junge Bäume),stangen zu denen jungen paumen,,
7617,Blachenzwillich,blachen zwilich,,
7619,Quadersteine,quatterstain,,
7620,Widerhaken,widenhaggen,,
7623,Tischlerladen,tischler ladten laden,,
7624,"Barchent, Krämerei",barchet et cramerej,,
7625,Schreibpapier (welsch),wellisches schreibpapier,,
7626,"Kletzenbrot, Nespeln",nöspeln und klezen prodt,,
7628,Brückenladen,pruckhladen,,
7629,"Bankladen, Laden (gemein)",bankh und gmain laden,,
7630,Kalbhäute (roh),"rauche khalbmheut, rauche kalmb heitl",,
7631,Sattelbäume,sattlpaumb,,
7632,"Früchte, Wein",wein unnd frichte,,
7633,Wollratin,wohlen rätten,,
7634,Kirchenornat,khirchen ornat,,
7635,Kupfer (neu),neues khupfer,,
7636,Gürtel,giertl,,
7637,Sieb (klein),sibl,,
7638,Reiter,reittern,,
7639,Gewehr (unterschiedlich),underschiedlichen gwöhr,,
7641,Federärmel,feeder ermel,,
7642,Nestel,nestl,,
7644,Vogelhäuser,voglheißl,,
7645,"Geschmeide, Messing",meßing et gschmeit,,
7646,Schalenholz,schalnholz,,
7647,Zapfen,zapfen,,
7648,"Gemälde, Spiegel",spiegl und gemähl,,
7649,"Branntwein, Schokolade",prandwein und chocolate,,
7650,Wein (Frontignac),frontignaker wein,"Muscat Frontignac: Muscat Blanc, Gelber Muskateller, Wein aus Frantignan (Longuedoc)",
7651,Handschuhe (Innsbrucker),innsp. handtschueh,,
7652,Hüterkorb,hueder kharb,,
7653,Silbergespinst,silber gespunst,,
7657,"Harras, Leinenband",leinenpant et haraß,,
7658,"Gold (gesponnen), Messing",gespunen goldt et mesing,,
7659,"Apothekerei, Zucker",zugger et apodeckherey,,
7660,Reisekoffer,raiß coffer,,
7661,Bibliothek,bibliothec,,
7662,Büchel,biechl,,
7663,Kirchenwachskerzen,kirchen wax kherzen,,
7664,Zeisel,zeißl,Singvogel (Erlenzeisig),"Norbert Teufelbauer, Hans-Martin Berg, Alte Wiener Vogelnamen - Dokumentation von umgangssprachlichen Vogelbezeichnungen aus dem Wiener Raum, in: Egretta 52 (2011) 33-45, 43, ""Birkenzeisig"", ""Erlenzeisig""."
7665,Brunnenchor (steinern),stainen prun khor,,
9295,Curourä,curourä,curare [?],
7667,Kristallware,chrüstalen wahr,,
7668,Schneidstöcke,schneid stökh,,
7669,Reibstein (klein),reibstainl,,
7670,"Betenware, Krämereiware (gemein)",petten und gmaine crämmerei waar,,
7673,Polester,pollester,,
7674,"Pfennwertware, Ware (Nürnberger)",niernberger waar und pfening werth deto,,
7675,Leim (rot),roth laimb,,
7677,"Gut (beschlagen: an Goldtressborten), Gut (beschlagen: an Silbertressborten)",beschlagen guett an gold et silber tress borth; beschl. guett an gold und silber tres porthn,,
7678,Garn (gefärbt),gefärbts gahrn,,
7679,Tapisserie (indisch),indianische tapezerey,,
9349,Trommelsarchen,drumbl sarchen,Einfassung einer Trommel.,"J. Andreas Schmeller, Bayerisches Wörterbuch, Bd. 2 (München 1877) 325, ""Sarch""."
7681,"Borten (rot), Zwirnbändel",rothe borthen und zwiermene bändl,,
7683,Kleider (wenig),wenige klaider,,
7684,Schuhe (mit Seide und Silber bestickt),schubm mit seiden und silber gestükht,Auflösung unsicher.,
7685,Steine (gefasst),gefaste stain,,
7686,Kleid (mit wenig Silber bestickt),klaydt mit  wenig silber gestükht,,
7687,"Zelten, Zwetschgen",zelten und zwespen,,
7688,"Hardes, Marktgut",markhtguett und hardes,,
7689,"Gewandbesen, Seife",saiffen et gwandpessen,,
7690,"Handschuhe, Seidenware",seüden wahr und handschuech,,
7691,Messingware (an Schlittenschellen),mössing wahr an schlittn schelln,,
7692,Monturhalstücher,mundur hals tuecher,,
7693,Bouteillenstöpfel,bouteillenstöpfl,,
7694,Etamin,etamin,Dünnes Gazegewebe,"Heiden, Handwörterbuch, 180."
7695,Glasware (gemeine),gem. gläßwahr,,
7696,Borten (sechtel),sechtl porthen,,
7697,Bädergeschirr,beder gschüer,,
8359,Gränenäpfel,granen öpfel,Schreibung von Granatapfel?,
7699,Schreibzeug,schreib zeug,,
7700,Gemälderahmen (hölzern),gemohlen ram. v. holz,,
7701,"Bücher, Silbergeschirr",büecher und silber gschürr,,
7703,Tischplatten (aus Gips),dischblädern von gibbs,,
7704,"Äpfel, Nüsse",öpfl und nuss,,
7705,"Bagage, Wagen","wäägen, paggage",,
7706,Bilder (gefleckt),"geflekhelte bilder, fleckh bilder",,
7711,Harrashauben,harras hauben,,
8335,Haubitzen (groß),grosse haubiz,,
7712,"Bücher, Modelle",biecher und modellen,,
7713,Tädl,tädln,,
7714,Taffet (gelb),gelben taffet,,
7715,Seife (venezianisch),venetianische saiffen,,
7717,Geißbock (steinern),stainen geiß pökh,Bitte überprüfen: evtl. auch stainen gieß pökh? Verpackt in 4 Kistel.,
7719,"Früchte, Kletzenbrot",fricht und klezenbrod,,
7720,Bischofsstab,bischoffs:staab,,
7721,Pferdemückengarn,pferd mukhen gahrn,,
7742,Zucker (ordinari),ord: zukher,,
7743,Kupfer (Schmöllnitzer),"schmölznizer kupfer, schmölzniezer kupfer","Kupfer aus Schmöllnitz/Smolník (Komitat Zips, Ungarn; heute: Slowakei)",https://de.wikipedia.org/wiki/Smoln%C3%ADk
7744,Schiefer,schief,Zuordnung nicht eindeutig.,
7745,Jalappawurzen,jalape Wurzen,,
7746,Nasensamen,nasen samen,,
7747,"Anhängstück, Becher (silbern), Ware (weiß)","mit weisser waar, 1 silbern becher und 1 anheng stukh",,
7748,Knöpfel (weiß),weisse knöppfl,,
7749,Weizenzillen,waiz zihln,Wasserfahrzeuge zum Transport von Weizen.,"Friedrich Nicolai, Beschreibung einer Reise durch Deutschland und die Schweiz im Jahre 1781, Bde. 5-6 (Hildesheim, Zürich, New York 1994) ""Zillen"", 144."
8338,"Limonen, Oliven",lemoni und oliuen,,
7751,"Halstüchel, Palatindel",palledinel und halß tiechln,,
9373,P.-Meith,"p:meith, p:nierth [?]","Kommt 1652 vor, Maß ""Saum"". Die ursprüngliche Lesung von N. Wagner als ""Met"" ist sicherlich falsch (""mött"", ""Fässel""). Wahrscheinlich handelt es sich um eine Zitrusfrucht, wahrscheinlich meint die Abkürzung ""p"" Pomeranzen, da ""Pomeranzen"" meist direkt vorher steht.",
7753,"Reißpapier, Schreibpapier",reiss schreib papier,,
7754,Plättel (zum Verkauf),pletl zum verkauffen,,
7755,Spiegelglas (schlecht),schlechts spieglglas,,
7756,Bagage (hinterlassen),hinderlassene bagagge,,
7757,Fässel (gemein),"gm. vassl
",,
7758,Schelase,schelase,,
7759,Silber (leonisch),leonisch silbr,,
7760,Totwasser,todt wasser,,
7761,Robage,robage,,
7762,Kliewags,klie wags,Wachs?,
7763,Stuhlrücken,stuhl rükhen,"Evtl. ""stuhl ruthen""",
7815,Zehentwein,zehent wein,,
7764,Krämereiware (zurückgehend),allerhand zurukh gehende crammerej waarn,,
7765,"Felle (gefärbt, rot)",roth gefärbte fehl,,
7766,Teppich (gemein),"gmaine teppich, ord. deppich",,
7768,Schafhäute,schaffheuth,,
7769,Spiegelrahmen (gläsern),glöserne spiegl rammen,,
7770,Zwieback,"zweybokh, twiackh",,
7771,"Frauenschuhe (mit Seide bestickt, mit Silber bestickt)","mit seiden und silber gestükhte frauenzimer schuech, halb silber, halb seiden gestükhte frauen schuech, mit seiden und silber gestukhte frauen zimer schuech",,
7772,Dotter,dotter,,
7773,"Degengefäß, Tabak",degen gefäss und tawakh,,
7774,Haar (in Säcken),harr in sökhen,,
7775,Cantusch,cantusch,Kurzer Mantel,"Beiträge zur Lübeckischen Volkskunde, VIII. Kleidung, in: Mittheilungen des Vereins für Lübeckische Geschichte und Alterthumskunde 6/1 (1893) 59-64, hier 61 (""Kantusch"")."
9300,Trüffel (Wildtier-),wilden thier truffoli,,
7778,Leinwandzeug,leinwathzeug,,
7780,Bockhörner,pokh hörner,"Siehe ""Bockshörndl"".",
7782,"Brunellen, Mandeln",mandl und brunelln,,
7783,Messingstiffel (für eine Pumpe),mössing stiffl zu eine pumpe,,
8992,Schauerbalsamgläsel,schaur balsamb glößl,,
7791,Ochsen (geschlagen),geschlagenen ochsen,,
7796,Brokatspalier,brocatel spallier,,
7797,Sommerweste (mit wenig Silber bestickt),sommer veste mit wenig silber gestükht,,
7798,Büchersack (mit Samt und Silber bestickt),sammet und silber gestükhten biecher sakh,,
7799,"Kaffee, Schokolade",cocolate und coffe,,
7800,Bajonettklingen,bejnet klingen,,
7801,Palachina,bolachina,Rosoliowein,Braunschweigische Anzeigen 96 (1. Dezember 1764) 401.
7802,Klampfen (eisern),eiserne klampfen,,
7804,Obst (halb verfault),halb verfaults obbst,,
7805,Mieß (weiß),weissen miess,,
7807,Wollzeug (mit Gold und Silber vermengt),wohlen zeug mit gold et silber vermengt,,
7808,Seide (unterschiedlich),underschiedliche seide,,
7809,Wagen (gebraucht),gebrauchten waagen,,
9334,Schafpergament,schaffehl bergament,,
7813,Hauben (grün),grine hauben,,
7814,Tabakpfeifen (aus Meerschaum),möhrfamene towakh pfeiffen,,
7823,"Frauensack, Strickrock, Unterrockmieder","frauen sakh, underrokh mieder und strükhrokh",,
7824,Sachen (herrschaftlich),herrsch. sachen,,
7825,Kobel,kobl,,
7826,"Anis, Bleiweiß, Gummi, Mennige","anneiß, gumi, bleyweiß und menig",,
7827,Kalbfelle (schwarz),schwarze kalbfehl,,
7828,"Pittling (schwarz, zugerichtet)",schwarz zuegerichte pittling,,
7831,Doppelhaken,doppel hakhen,"Doppelhaken sind große Gewehre, die für Schüsse auf weite Entfernungen benutzt wurden.","<div>M&uuml;ller, Friedrich: Waffenlehre, vorzugsweise zum Gebrauche f&uuml;r Infanterie- und Cavallalerie-Offiziere der kais. k&ouml;n. &ouml;sterreichischen Armee. Wien 1859, S. 236.</div><div>&nbsp;</div><div>https://books.google.at/books?id=ktgiErfUTF0C&amp;pg=PA236&amp;dq=doppelhaken+waffe&amp;hl=de&amp;sa=X&amp;ved=0ahUKEwi-8tea3eHaAhWLYVAKHTtwBPsQ6AEIKDAA#v=onepage&amp;q=doppelhaken%20waffe&amp;f=false</div>"
7832,Polomit (wollen),wohlne pollemit,,"Zu Polomit: W&ouml;rterbuch der bairischen Mundarten in &Ouml;sterreich, http://hw.oeaw.ac.at/wboe/51129.xml"
7833,Florware,flor wahr,,
7834,Speise (gesalzen),gesalzene speiss,,
7835,Ware (gestickt),gestükhte waar,,
7836,Lumpenzucker,lumpen zukher,Grobkörniger Zucker.,"Deutsches Wörterbuch von Jacob und Wilhelm Grimm. Lfg. 7 (1881), Bd. VI (1885), Sp. 1300, Z. 35."
7837,"Hafer, Linstraid",haabern und linstraydt,,
7839,Blasrohre,blaß rehr,,
7842,Wollkämme,"wohlen kempen, wohl kembtn, wohl kampen, wohlene kampern",,
7880,"Käse, Porzellan",käß und borcellin,,
7844,"Goldborten, Goldgespinst",gold porthen und gespunst,,
7845,Bückling,"pikhling, bickhling",Heringe. In den Mautbüchern häufig mit Pittling (Haut/Fell) gleichgesetzt!,"Krünitz, ""Pickling""."
7846,Seidentüchel (fabriziert),fabricirt seiden tiechl,,
7847,"Seidentüchel (fabriziert, mit Silber)",fabricirt seiden tiechl mit silber vermengt,,
7848,Deckschindeln,dökh schindl,Lesung unsicher!,
7849,Weißbier (bayerisch),bayrisches weißpier,,
7850,"Uhr (alt, gebraucht)",alte gebrauchte uhr,,
7852,Schreibtafel,schreib tafl,,
7854,Brieftabak (Zapfenberger),zapfenberger  brief tawakh,,
7855,"Drogerie, Tee",thee et drogheri,,
7856,Medizinpulver,medicin pulver,,
7857,Ware (Gerauer),gehrauer wahr,Siehe Harrasware (Gerauer),
7858,Seitenbretter,seidtbröder,,http://www.modellskipper.de/Holzlexikon/Sachwortregister_Abschnitt_S/Seitenbretter
9343,Schaffelle (schemisch),schemische schaffehl,,
7862,"Tuch (englisch, fein), Tuch (holländisch, fein)",fein engl. und hollent. tüecher,,
7863,"Schreibtisch, Wände (spanisch)",ein schreib tisch und 2 spanische wanden,,
7864,Rehe (lebend),gefangene röer wildstukh,,
7865,Rehkitze (lebend),gefangene röer wildstukh sambt dem jungen,,
7868,Garkupfer (Temeswarer),gaar kupfer welches imediate ein kay. guett aus dem temeswarer bonath,,
7869,Gut (beschlagen: Tressborten),beschlagenes guett an thressporthen,,
7883,Tüchel (gemein),gemaine diechln,,
7871,Terraglia,teraglia,"Steingut, Steinware.
Siehe ""Steinware"".",
7872,Wagen (unterschiedlich),mit underschiedlicher (...) wäägen,,
7873,Vitriol (gemein),"gmain victriol, ord. victriol",,
7875,Herrschaftsfuhr,herrschafts fuhr,,
7876,Sack (mit Gold),von gold eingetragenen sakh,,
7877,Palatindel (mit Gold),von gold eingetragenen pällätinel,,
7879,Hornware,"horn:waar, hörene waar, horene waar",,
9312,Seidenzeug (holländisch),hollent. seuden zeug,,
7889,Schnupftüchel (halbseiden),hallmt. seuden schnupf tiechl,,
7890,Malersilber (geschlagen),geschl: maler silber,,
7892,Kleid (für einen Knaben),klaidt vor ainen knaben,,
7906,Gips (gemein),gmain gibbs,,
7907,"Handschuhe, Seidenzeug, Taffet","seiden zeug, tafet und handschuech",,
7908,Packteppich,pakh teppich,,
7918,Holzsessel (mit Lehnen),hilzerne sessln mit lainen,,
7919,"Krämerei (ganz schlecht: Bleiweiß, Glas, Gummi, Mennige etc.)","ganz schlechte crammerey an glas, gumy, bleyweis, menig und dergleichen",,
